section,key,value
metadata,condition,02
metadata,immune_reinfection_probability,2.0
metadata,ticks,260
metadata,runs,100

immune_reinfections_per_run,run,count
immune_reinfections_per_run,1,20
immune_reinfections_per_run,2,14
immune_reinfections_per_run,3,24
immune_reinfections_per_run,4,30
immune_reinfections_per_run,5,21
immune_reinfections_per_run,6,25
immune_reinfections_per_run,7,28
immune_reinfections_per_run,8,22
immune_reinfections_per_run,9,17
immune_reinfections_per_run,10,22
immune_reinfections_per_run,11,26
immune_reinfections_per_run,12,22
immune_reinfections_per_run,13,14
immune_reinfections_per_run,14,18
immune_reinfections_per_run,15,24
immune_reinfections_per_run,16,26
immune_reinfections_per_run,17,19
immune_reinfections_per_run,18,27
immune_reinfections_per_run,19,15
immune_reinfections_per_run,20,21
immune_reinfections_per_run,21,12
immune_reinfections_per_run,22,15
immune_reinfections_per_run,23,26
immune_reinfections_per_run,24,25
immune_reinfections_per_run,25,22
immune_reinfections_per_run,26,23
immune_reinfections_per_run,27,21
immune_reinfections_per_run,28,31
immune_reinfections_per_run,29,24
immune_reinfections_per_run,30,25
immune_reinfections_per_run,31,24
immune_reinfections_per_run,32,21
immune_reinfections_per_run,33,12
immune_reinfections_per_run,34,18
immune_reinfections_per_run,35,24
immune_reinfections_per_run,36,24
immune_reinfections_per_run,37,24
immune_reinfections_per_run,38,27
immune_reinfections_per_run,39,22
immune_reinfections_per_run,40,16
immune_reinfections_per_run,41,19
immune_reinfections_per_run,42,24
immune_reinfections_per_run,43,24
immune_reinfections_per_run,44,27
immune_reinfections_per_run,45,25
immune_reinfections_per_run,46,21
immune_reinfections_per_run,47,13
immune_reinfections_per_run,48,25
immune_reinfections_per_run,49,27
immune_reinfections_per_run,50,23
immune_reinfections_per_run,51,30
immune_reinfections_per_run,52,24
immune_reinfections_per_run,53,14
immune_reinfections_per_run,54,26
immune_reinfections_per_run,55,24
immune_reinfections_per_run,56,31
immune_reinfections_per_run,57,16
immune_reinfections_per_run,58,21
immune_reinfections_per_run,59,18
immune_reinfections_per_run,60,22
immune_reinfections_per_run,61,30
immune_reinfections_per_run,62,18
immune_reinfections_per_run,63,21
immune_reinfections_per_run,64,24
immune_reinfections_per_run,65,14
immune_reinfections_per_run,66,16
immune_reinfections_per_run,67,20
immune_reinfections_per_run,68,23
immune_reinfections_per_run,69,23
immune_reinfections_per_run,70,26
immune_reinfections_per_run,71,22
immune_reinfections_per_run,72,25
immune_reinfections_per_run,73,19
immune_reinfections_per_run,74,12
immune_reinfections_per_run,75,23
immune_reinfections_per_run,76,24
immune_reinfections_per_run,77,22
immune_reinfections_per_run,78,24
immune_reinfections_per_run,79,28
immune_reinfections_per_run,80,17
immune_reinfections_per_run,81,17
immune_reinfections_per_run,82,12
immune_reinfections_per_run,83,21
immune_reinfections_per_run,84,22
immune_reinfections_per_run,85,20
immune_reinfections_per_run,86,26
immune_reinfections_per_run,87,18
immune_reinfections_per_run,88,11
immune_reinfections_per_run,89,22
immune_reinfections_per_run,90,17
immune_reinfections_per_run,91,25
immune_reinfections_per_run,92,21
immune_reinfections_per_run,93,18
immune_reinfections_per_run,94,16
immune_reinfections_per_run,95,15
immune_reinfections_per_run,96,17
immune_reinfections_per_run,97,12
immune_reinfections_per_run,98,17
immune_reinfections_per_run,99,25
immune_reinfections_per_run,100,21

cumulative_reinfections_by_run,run,tick_0,tick_1,tick_2,tick_3,tick_4,tick_5,tick_6,tick_7,tick_8,tick_9,tick_10,tick_11,tick_12,tick_13,tick_14,tick_15,tick_16,tick_17,tick_18,tick_19,tick_20,tick_21,tick_22,tick_23,tick_24,tick_25,tick_26,tick_27,tick_28,tick_29,tick_30,tick_31,tick_32,tick_33,tick_34,tick_35,tick_36,tick_37,tick_38,tick_39,tick_40,tick_41,tick_42,tick_43,tick_44,tick_45,tick_46,tick_47,tick_48,tick_49,tick_50,tick_51,tick_52,tick_53,tick_54,tick_55,tick_56,tick_57,tick_58,tick_59,tick_60,tick_61,tick_62,tick_63,tick_64,tick_65,tick_66,tick_67,tick_68,tick_69,tick_70,tick_71,tick_72,tick_73,tick_74,tick_75,tick_76,tick_77,tick_78,tick_79,tick_80,tick_81,tick_82,tick_83,tick_84,tick_85,tick_86,tick_87,tick_88,tick_89,tick_90,tick_91,tick_92,tick_93,tick_94,tick_95,tick_96,tick_97,tick_98,tick_99,tick_100,tick_101,tick_102,tick_103,tick_104,tick_105,tick_106,tick_107,tick_108,tick_109,tick_110,tick_111,tick_112,tick_113,tick_114,tick_115,tick_116,tick_117,tick_118,tick_119,tick_120,tick_121,tick_122,tick_123,tick_124,tick_125,tick_126,tick_127,tick_128,tick_129,tick_130,tick_131,tick_132,tick_133,tick_134,tick_135,tick_136,tick_137,tick_138,tick_139,tick_140,tick_141,tick_142,tick_143,tick_144,tick_145,tick_146,tick_147,tick_148,tick_149,tick_150,tick_151,tick_152,tick_153,tick_154,tick_155,tick_156,tick_157,tick_158,tick_159,tick_160,tick_161,tick_162,tick_163,tick_164,tick_165,tick_166,tick_167,tick_168,tick_169,tick_170,tick_171,tick_172,tick_173,tick_174,tick_175,tick_176,tick_177,tick_178,tick_179,tick_180,tick_181,tick_182,tick_183,tick_184,tick_185,tick_186,tick_187,tick_188,tick_189,tick_190,tick_191,tick_192,tick_193,tick_194,tick_195,tick_196,tick_197,tick_198,tick_199,tick_200,tick_201,tick_202,tick_203,tick_204,tick_205,tick_206,tick_207,tick_208,tick_209,tick_210,tick_211,tick_212,tick_213,tick_214,tick_215,tick_216,tick_217,tick_218,tick_219,tick_220,tick_221,tick_222,tick_223,tick_224,tick_225,tick_226,tick_227,tick_228,tick_229,tick_230,tick_231,tick_232,tick_233,tick_234,tick_235,tick_236,tick_237,tick_238,tick_239,tick_240,tick_241,tick_242,tick_243,tick_244,tick_245,tick_246,tick_247,tick_248,tick_249,tick_250,tick_251,tick_252,tick_253,tick_254,tick_255,tick_256,tick_257,tick_258,tick_259
cumulative_reinfections_by_run,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,15,15,15,15,15,15,15,16,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
cumulative_reinfections_by_run,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14
